Stock Index,Stock Price
AC3235,782.667766075998
AC3236,245.24687876756184
AC3237,1519.147032803978
AC3238,816.19031851656
AC3239,272.7882675161909
AC3240,367.0387138975531
AC3241,684.2232007573202
AC3242,866.9905452057692
AC3243,878.3711268042211
AC3244,1338.4043682661268
AC3245,324.7229424092824
AC3246,397.9007852201794
AC3247,680.2023846309788
AC3248,287.532605112609
AC3249,276.0839085161821
AC3250,305.68305566907844
AC3251,1660.6909408483866
AC3252,146.9426991422623
AC3253,288.13880961412474
AC3254,193.72154935215525
AC3255,1009.5835155886687
AC3256,842.6408832687086
AC3257,1463.0101723024025
AC3258,491.6617961660926
AC3259,264.49667602353753
AC3260,293.35385851886093
AC3261,128.0881972229776
AC3262,233.2205193781898
AC3263,382.5106300179706
AC3264,115.18286138817733
AC3265,1021.4339859391563
AC3266,867.0510578875935
AC3267,538.4339320337176
AC3268,758.8829139245456
AC3269,402.12117169245926
AC3270,813.558804281714
AC3271,101.83380156724226
AC3272,318.86902336651724
AC3273,680.7208285862323
AC3274,531.6733307422081
AC3275,442.1048061863614
AC3276,587.2600945004832
AC3277,783.8594231009524
AC3278,715.9218394007075
AC3279,216.39749777970582
AC3280,337.17602814333924
AC3281,882.7743301689993
AC3282,120.02725025235009
AC3283,774.3762659884471
AC3284,649.1367297199151
AC3285,117.40119134222414
AC3286,870.6869305017452
AC3287,204.14173351587186
AC3288,202.53911036325349
AC3289,182.97150349566832
AC3290,227.2179632161965
AC3291,191.35924478720398
AC3292,110.96704928815211
AC3293,472.06059826165483
AC3294,211.70345865242206
AC3295,578.4687940155416
AC3296,107.06478579532097
AC3297,584.689974255283
AC3298,775.4382445387159
AC3299,124.57533683675564
AC3300,107.38568830682932
AC3301,802.5595693920872
AC3302,165.25775179783784
AC3303,1240.6138012896422
AC3304,70.89144366848913
AC3305,270.305255717049
AC3306,180.93270423430135
AC3307,73.65765294829316
AC3308,179.98672761688022
AC3309,281.10498563946976
AC3310,798.7750797939505
AC3311,1092.530298015667
AC3312,882.4005209316691
AC3313,82.54900448088101
AC3314,95.49488806343419
AC3315,123.99598653591107
AC3316,405.94676890331243
AC3317,949.4563937664589
AC3318,547.8843651533264
AC3319,1227.1293910651993
AC3320,87.68738872239368
AC3321,123.18565787985366
AC3322,123.14822597603185
AC3323,868.7771286661007
AC3324,101.06403692740875
AC3325,275.8415853349068
AC3326,374.6094468718892
AC3327,94.34416588559365
AC3328,135.39785745979955
AC3329,716.3666278521737
AC3330,896.1371742177346
AC3331,283.30468939388777
AC3332,749.3347262132972
AC3333,1416.3458391401098
AC3334,324.14409266587677
AC3335,625.0613133646963
AC3336,150.19952848339338
AC3337,600.0822777281682
AC3338,1666.461564537234
AC3339,840.9328682688597
AC3340,103.48192155171536
AC3341,1217.3048776460387
AC3342,1195.1572363773862
AC3343,278.39019510110353
AC3344,106.4773834323299
AC3345,228.7995931075441
AC3346,92.23841012904796
AC3347,273.37213106933837
AC3348,669.2268359853456
AC3349,483.6533746188027
AC3350,268.13742161346613
AC3351,769.1832095605989
AC3352,151.94722096890754
AC3353,397.0241996802366
AC3354,310.32392161631304
AC3355,629.2464674269811
AC3356,279.5388694433784
AC3357,638.1654291573454
AC3358,1570.7585471364646
AC3359,1305.1636199570055
AC3360,1142.6061575334566
AC3361,252.81742828380524
AC3362,356.9966174924625
AC3363,487.5461189503643
AC3364,347.2065676825839
AC3365,118.83408422949074
AC3366,336.75804947228335
AC3367,257.14363283469265
AC3368,784.2797311631001
AC3369,317.45230647006065
AC3370,578.35569923707
AC3371,384.03383823442266
AC3372,487.3311245448311
AC3373,247.39944195194113
AC3374,344.8871045598147
AC3375,1045.2182655790662
AC3376,428.2721334159943
AC3377,198.03036756820353
AC3378,375.70433237338693
AC3379,620.7713832461147
AC3380,154.84844612111354
AC3381,412.40777187081346
AC3382,609.7726198251522
AC3383,141.42924640371103
AC3384,217.03001083635195
AC3385,245.9158162980272
AC3386,134.6422785884306
AC3387,281.3713628505084
AC3388,1592.641348109253
AC3389,266.2496818637621
AC3390,240.59627341832362
AC3391,804.6406315769204
AC3392,582.973385188036
AC3393,457.4294220808184
AC3394,472.54601916888146
AC3395,1445.961091826718
AC3396,82.29523958316292
AC3397,665.7103142724642
AC3398,426.40805866284063
AC3399,94.99387169889565
AC3400,197.66443243239178
AC3401,162.83803491506933
AC3402,466.57895886940645
AC3403,296.14379234889253
AC3404,119.69622035006165
AC3405,131.3638528140266
AC3406,306.9786892983396
AC3407,212.28971776125357
AC3408,673.4548625349155
AC3409,1178.6685649292904
AC3410,875.0144694004496
AC3411,964.1089143974993
AC3412,1454.2098941714833
AC3413,218.7809987779807
AC3414,317.66235792844293
AC3415,223.96012712687298
AC3416,564.1130805691755
AC3417,847.2498487279518
AC3418,176.81687431161896
AC3419,1288.897756005148
AC3420,223.18957528715077
AC3421,220.99970375553352
AC3422,832.6496963050315
AC3423,132.85191119535426
AC3424,1109.1486018692196
AC3425,237.824566985638
AC3426,114.0626686132449
AC3427,371.77761806039365
AC3428,771.7307936265911
AC3429,749.147171908248
AC3430,333.5217452920054
AC3431,485.96980020149766
AC3432,488.80037778214546
AC3433,206.82234942117037
AC3434,840.6853413118464
AC3435,1087.44121668745
AC3436,445.38441109714654
AC3437,211.58840221935645
AC3438,1480.8904175512453
AC3439,161.63993335809693
AC3440,1200.359880992347
AC3441,412.67501739858574
AC3442,72.96275035898637
AC3443,638.3803106045643
AC3444,155.6552229775791
AC3445,154.65780523148163
AC3446,772.0388129749902
AC3447,924.8576928693371
AC3448,155.84697049544633
AC3449,1065.7168073215726
AC3450,206.79318015095726
AC3451,1076.026618768012
AC3452,705.0795134359366
AC3453,619.9224844705429
AC3454,123.172662075593
AC3455,728.3655186697663
AC3456,167.70827835296888
AC3457,620.9609418801163
AC3458,720.4408570573478
AC3459,1705.3393072938572
AC3460,510.7331168007512
AC3461,554.801503502091
AC3462,473.01995401005934
AC3463,1269.5354943056868
AC3464,275.3757451137153
AC3465,593.9032137050636
AC3466,177.2019797276084
AC3467,154.69581979147438
AC3468,1367.6170356087978
AC3469,297.61648642619656
AC3470,367.1978900084039
AC3471,660.4664742221639
AC3472,227.2182516821835
AC3473,426.766982253229
AC3474,443.4120757355084
AC3475,100.31526232047617
AC3476,543.767354083779
AC3477,829.7783879981685
AC3478,178.10413614167902
AC3479,216.90528030593873
AC3480,170.62947106503532
AC3481,1121.2031462703903
AC3482,385.01306760985574
AC3483,1049.6885857045818
AC3484,928.6294481803411
AC3485,794.1312098121261
AC3486,114.08593353025304
AC3487,226.4762653954177
AC3488,1680.177856698887
AC3489,798.5228112463543
AC3490,1537.0295738241969
AC3491,291.6572715612296
AC3492,929.7872184016943
AC3493,91.80231498053138
AC3494,1008.7107259419988
AC3495,146.39799027800615
AC3496,1344.1234909251932
AC3497,417.13593228679264
AC3498,78.14185750215319
AC3499,355.6445891657825
AC3500,142.22850439040093
AC3501,257.1650638255668
AC3502,251.48898744345726
AC3503,308.9934097801703
AC3504,1109.9656654375883
AC3505,1116.9996659762373
AC3506,457.094395792515
AC3507,856.5227072605778
AC3508,871.4560176603823
AC3509,402.17952948076663
AC3510,1198.0822265473673
AC3511,1033.4994232460251
AC3512,988.4707466237924
AC3513,538.6114743247915
AC3514,172.23327236435372
AC3515,925.1606233315067
AC3516,555.9805254112736
AC3517,502.65185742678443
AC3518,596.8902506728216
AC3519,973.5726590793406
AC3520,1714.4631872715265
AC3521,727.3971001588811
AC3522,1170.4830797342124
AC3523,1033.2144689498084
AC3524,1110.2596437163525
AC3525,791.810555316694
AC3526,438.3448934785312
AC3527,125.06090516757942
AC3528,92.41474280781961
AC3529,1008.3334695772254
AC3530,533.3313198819917
AC3531,609.2111726543612
AC3532,799.9225667954477
AC3533,547.6078028119641
AC3534,790.1236838031409
AC3535,885.5425811742782
AC3536,248.8796056375669
AC3537,196.0273114667972
AC3538,835.7546998458931
AC3539,1207.0816371821588
AC3540,367.5816595565133
AC3541,509.3229538323949
AC3542,305.47981307123155
AC3543,1057.5355188416345
AC3544,428.70491944899857
AC3545,542.2321859133413
AC3546,639.5737374239147
AC3547,586.8287243712025
AC3548,102.21781559511538
AC3549,1585.8277758411841
AC3550,796.8626112898436
AC3551,674.2279461653691
AC3552,333.3881398706744
AC3553,873.7679240643965
AC3554,297.02288272232545
AC3555,207.7473874402435
AC3556,1012.5248341622291
AC3557,628.2983881413695
AC3558,1275.9947720058403
AC3559,524.2328364341722
AC3560,178.63856122794755
AC3561,181.13141741681056
AC3562,771.9175201480043
AC3563,1076.0706639474502
AC3564,1442.2283930417193
AC3565,701.582284432141
AC3566,305.0529347909903
AC3567,241.44765496085017
AC3568,162.79218828909944
AC3569,326.0740974170119
AC3570,764.0823822687641
AC3571,603.1580386865394
AC3572,485.73740340747645
AC3573,1256.2401349846868
AC3574,646.9982095966029
AC3575,172.27572058948857
AC3576,541.8523432657748
AC3577,1643.5138018252576
AC3578,123.16146189014472
AC3579,1453.3929127648394
AC3580,157.45684439182213
AC3581,142.0208642457022
AC3582,248.99710374402028
AC3583,688.1195566541828
AC3584,212.28308704589776
AC3585,146.57924781396667
AC3586,404.4530451335484
AC3587,58.88241168221892
AC3588,270.854275768463
AC3589,170.08732948229942
AC3590,290.59486600761863
AC3591,349.2125385829146
AC3592,288.8551435717053
AC3593,83.34173756628329
AC3594,140.14201829338705
AC3595,383.4375896003143
AC3596,814.5148534301904
AC3597,106.40376490891958
AC3598,232.74452148007845
